week,platform,Notional USD Volume
2026-03-23 00:00:00,Predict,52753024.384375155
2026-03-30 00:00:00,Crypto.com,140708175
2026-03-30 00:00:00,Kalshi,2904985316.8400016
2026-03-30 00:00:00,Limitless,73499026.12731978
2026-03-30 00:00:00,Opinion,80871193.73131894
2026-03-30 00:00:00,Other,17775548.940026954
2026-03-30 00:00:00,Polymarket,1972588373.970309
2026-03-30 00:00:00,Polymarket (US),207591413
2026-03-30 00:00:00,Predict,59850579.56052178
2026-04-06 00:00:00,Crypto.com,170861435
2026-04-06 00:00:00,Kalshi,3539299988.58
2026-04-06 00:00:00,Limitless,286327814.6958548
2026-04-06 00:00:00,Opinion,118182409.97049825
2026-04-06 00:00:00,Other,22028553.06314011
2026-04-06 00:00:00,Polymarket,2475772644.0862827
2026-04-06 00:00:00,Polymarket (US),483722846
2026-04-06 00:00:00,Predict,117183432.27160063
2026-04-13 00:00:00,Crypto.com,148255665
2026-04-13 00:00:00,Kalshi,3059030025.7499766
2026-04-13 00:00:00,Limitless,643961911.8537322
2026-04-13 00:00:00,Opinion,215609297.96332613
2026-04-13 00:00:00,Other,21480299.37743043
2026-04-13 00:00:00,Polymarket,2041883298.1762676
2026-04-13 00:00:00,Polymarket (US),201076112
2026-04-13 00:00:00,Predict,701973832.1836505
2026-04-20 00:00:00,Crypto.com,182327350
2026-04-20 00:00:00,Kalshi,3907046469.549981
2026-04-20 00:00:00,Limitless,397331597.108269
2026-04-20 00:00:00,Opinion,221492867.7225844
2026-04-20 00:00:00,Other,14955754.798996452
2026-04-20 00:00:00,Polymarket,1961724698.1074972
2026-04-20 00:00:00,Polymarket (US),254816161
2026-04-20 00:00:00,Predict,444802899.90210176
2026-04-27 00:00:00,Crypto.com,165933791
2026-04-27 00:00:00,Hyperliquid,6621696
2026-04-27 00:00:00,Kalshi,3809209066.7499895
2026-04-27 00:00:00,Limitless,496965140.70204264
2026-04-27 00:00:00,Opinion,224055222.457434
2026-04-27 00:00:00,Other,12027125.140228506
2026-04-27 00:00:00,Polymarket,1710480188.7955701
2026-04-27 00:00:00,Polymarket (US),303328348
2026-04-27 00:00:00,Predict,303918019.4915848
2026-05-04 00:00:00,Crypto.com,161267757
2026-05-04 00:00:00,Hyperliquid,23986136
2026-05-04 00:00:00,Kalshi,4133679757.789968
2026-05-04 00:00:00,Limitless,600444500.1509545
2026-05-04 00:00:00,Opinion,206972199.7148455
2026-05-04 00:00:00,Other,13910185.91991135
2026-05-04 00:00:00,Polymarket,1604868783.9813805
2026-05-04 00:00:00,Polymarket (US),332332932
2026-05-04 00:00:00,Predict,232429708.15639848
2026-05-11 00:00:00,Crypto.com,156484690
2026-05-11 00:00:00,Hyperliquid,22011118
2026-05-11 00:00:00,Kalshi,3860406690.459985
2026-05-11 00:00:00,Limitless,345924499.1382801
2026-05-11 00:00:00,Opinion,158727130.79451102
2026-05-11 00:00:00,Other,10915953.816408787
2026-05-11 00:00:00,Polymarket,1578244532.6891804
2026-05-11 00:00:00,Polymarket (US),418158333
2026-05-11 00:00:00,Predict,300799761.22046405
2026-05-18 00:00:00,Crypto.com,152685658
2026-05-18 00:00:00,Hyperliquid,20110551
2026-05-18 00:00:00,Kalshi,4029442457.360073
2026-05-18 00:00:00,Limitless,186690806.1264945
2026-05-18 00:00:00,Opinion,165949685.72120795
2026-05-18 00:00:00,Other,10574298.843825102
2026-05-18 00:00:00,Polymarket,1640677853.5544538
2026-05-18 00:00:00,Polymarket (US),448014724
2026-05-18 00:00:00,Predict,342770731.7583195
2026-05-25 00:00:00,Crypto.com,180077029
2026-05-25 00:00:00,Hyperliquid,19647832
2026-05-25 00:00:00,Kalshi,4200561895.740075
2026-05-25 00:00:00,Limitless,356035389.175865
2026-05-25 00:00:00,Opinion,127616227.48148929
2026-05-25 00:00:00,Other,9432278.17511293
2026-05-25 00:00:00,Polymarket,1668416711.3287463
2026-05-25 00:00:00,Polymarket (US),439334517
2026-05-25 00:00:00,Predict,151319887.4364696
2026-06-01 00:00:00,Crypto.com,134793921
2026-06-01 00:00:00,Hyperliquid,22591502
2026-06-01 00:00:00,Kalshi,4457652227.030068
2026-06-01 00:00:00,Limitless,261002836.93758246
2026-06-01 00:00:00,Opinion,155357553.25627467
2026-06-01 00:00:00,Other,10114021.04476771
2026-06-01 00:00:00,Polymarket,1909567297.1354182
2026-06-01 00:00:00,Polymarket (US),498761316
2026-06-01 00:00:00,Predict,46269097.82640679
2026-06-08 00:00:00,Crypto.com,173976786
2026-06-08 00:00:00,Hyperliquid,31820455
2026-06-08 00:00:00,Kalshi,6380139414.659032
2026-06-08 00:00:00,Limitless,112767508.80161028
2026-06-08 00:00:00,Opinion,155983510.99582133
2026-06-08 00:00:00,Other,10166025.068040194
2026-06-08 00:00:00,Polymarket,2334645294.189545
2026-06-08 00:00:00,Polymarket (US),688820912
2026-06-08 00:00:00,Predict,104564583.21229437
2026-06-15 00:00:00,Crypto.com,269448047
2026-06-15 00:00:00,Hyperliquid,39415161
2026-06-15 00:00:00,Kalshi,8986959881.638622
2026-06-15 00:00:00,Limitless,134474843.4815681
2026-06-15 00:00:00,Opinion,204186416.68079433
2026-06-15 00:00:00,Other,35704035.24707309
2026-06-15 00:00:00,Polymarket,2935947795.337724
2026-06-15 00:00:00,Polymarket (US),1186632612
2026-06-15 00:00:00,Predict,183522338.39883232
2026-06-22 00:00:00,Crypto.com,290287816
2026-06-22 00:00:00,Hyperliquid,80670400
2026-06-22 00:00:00,Kalshi,10255287025.02817
2026-06-22 00:00:00,Limitless,54529655.99140828
2026-06-22 00:00:00,Opinion,186530743.97504634
2026-06-22 00:00:00,Other,39772639.01027712
2026-06-22 00:00:00,Polymarket,2674557473.817704
2026-06-22 00:00:00,Polymarket (US),1154247492
2026-06-22 00:00:00,Predict,163794356.1255832
2026-06-29 00:00:00,Crypto.com,321437981
2026-06-29 00:00:00,Hyperliquid,2102449
2026-06-29 00:00:00,Kalshi,11111731425.168037
2026-06-29 00:00:00,Limitless,85548952.29536423
2026-06-29 00:00:00,Opinion,189674672.13599584
2026-06-29 00:00:00,Other,8421985.154792566
2026-06-29 00:00:00,Polymarket,2900546250.6501117
2026-06-29 00:00:00,Polymarket (US),1263203368
2026-06-29 00:00:00,Predict,230386530.17320698
2026-07-06 00:00:00,Crypto.com,122986762
2026-07-06 00:00:00,Kalshi,3114566520.9196696
2026-07-06 00:00:00,Limitless,22372929.259854075
2026-07-06 00:00:00,Opinion,93252097.35198231
2026-07-06 00:00:00,Other,2268355.0507459138
2026-07-06 00:00:00,Polymarket,1059770630.7782774
2026-07-06 00:00:00,Polymarket (US),325353994
2026-07-06 00:00:00,Predict,89799189.95395264
